id,resturant_name,menu_item,item_description
8294,Dunkin',Americano,"Our Hot Americano puts the oh! In Americano by combining two shots of Dunkin's 100% Rainforest Alliance Certified™ espresso and water for a rich, espresso-forward taste."
8295,Dunkin',Iced Matcha Latte,Sweetened matcha green tea blended with milk
8296,Dunkin',Strawberry Dragonfruit Dunkin' Refresher,"Made with B vitamins and energy from green tea. Try Strawberry Dragonfruit flavored, Peach Passion Fruit flavored and Mango Pineapple flavored."
8297,Dunkin',Iced Tea,Dunkin' Iced Tea with a sweet twist.
8298,Dunkin',Iced Chai Latte,"A sweetened blend of chai spices, including cinnamon, cardamom and nutmeg, combined with milk."
8299,Dunkin',Mango Pineapple Dunkin' Refresher,"Made with B vitamins and energy from green tea. Try Strawberry Dragonfruit flavored, Peach Passion Fruit flavored and Mango Pineapple flavored."
8300,Dunkin',Hash Browns,"Our hash browns are lightly seasoned, crispy bites of gooDDness. Pair them with your breakfast sandwich and your morning pit stop gets even more tasty.  Perfectly paired with our freshly brewed Hot or Iced Coffee."
8301,Dunkin',Sausage Egg and Cheese,"Finding yourself hungry in search of breakfast? Dunkin' brings a tasty blend of egg and cheese, and then adds irresistable sausage to tame any hunger. Consider yourself full."
8302,Dunkin',Chorizo & Egg Dunkin' Wrap,"Scrambled egg, chorizo, roasted vegetables, beans and a mildly spiced cheese sauce in a red pepper lavash wrap."
8303,Dunkin',Bacon Egg and Cheese,"Go the extra mile by bringing bacon to your Dunkin' Breakfast Sandwich. Bacon with egg and cheese, can you say, ""Yum!"""
8304,Dunkin',Chicken & Roasted Pepper Dunkin' Wrap,"Juicy, diced chicken breast, roasted poblano peppers and cheese sauce in a lavash wrap."
8305,Dunkin',Wake-Up Wrap® - Bacon Egg and Cheese,"Start your morning off right with one of our delicious, made-to-order Wake-Up Wrap® sandwiches. Select from a variety of your favorite breakfast ingredients, they are the perfect portion of oven-toasted gooDD. And at such a great value, we undertstand if you want to grab one in the afternoon or evening too."
8306,Dunkin',Turkey Sausage Egg and Cheese,"Get your day off to a delicious start. Try our flavorful turkey sausage, add and American  cheese on English Muffin, or Wake-Up  Wrap®"
8307,Dunkin',Sourdough Breakfast Sandwich,"Two eggs, five half slices of bacon and white cheddar on two pieces of sourdough toast."
8308,Dunkin',Grilled Cheese,Toasted Sourdough bread with white cheddar and American cheese.
8309,Dunkin',Wake-Up Wrap® - Sausage Egg and Cheese,"Start your morning off right with one of our delicious, made-to-order Wake-Up Wrap® sandwiches. Select from a variety of your favorite breakfast ingredients, they are the perfect portion of oven-toasted gooDD. And at such a great value, we undertstand if you want to grab one in the afternoon or evening too."
8310,Dunkin',Egg and Cheese,Starting your day early? Why not take a minute to relax and enjoy the savory taste of our Egg and Cheese Sandwich.
8311,Dunkin',Wake-Up Wrap® - Turkey Sausage Egg and Cheese,"Start your morning off right with one of our delicious, made-to-order Wake-Up Wrap® sandwiches. Select from a variety of your favorite breakfast ingredients, they are the perfect portion of oven-toasted gooDD. And at such a great value, we undertstand if you want to grab one in the afternoon or evening too."
8312,Dunkin',Wake-Up Wrap® - Egg and Cheese,"Start your morning off right with one of pur delicious, made-to-order Wake-Up Wrap sandwiches. Select from a variety of your favorite breakfast ingredients, they are the perfect portion of oven -toasted gooDD. And at such a great value, we understand if you want to grab one in the afternoon or evening too"
8313,Dunkin',Sweet Black Pepper Bacon Breakfast Sandwich,"Sweet Black Pepper seasoned bacon, white cheddar cheese and egg on a buttery croissant."
8314,Dunkin',Wake-Up Wrap® - Sweet Black Pepper Bacon,"Sweet Black Pepper seasoned bacon, white cheddar cheese and egg wrapped in a soft tortilla."
8315,Dunkin',Pancake Wake-Up Wrap® - Sweet Black Pepper Bacon,"Sweet Black Pepper Bacon, egg and melty white Cheddar cheese wrapped in a warm, fluffy pancake with a hint of sweet maple flavor, served with a side of syrup."
8316,Dunkin',"Pancake Wake-Up Wrap® - Bacon, Egg & Cheese",American cheese and egg wrapped in a warm pancake with bacon or sausage.
8317,Dunkin',"Pancake Wake-Up Wrap® - Sausage, Egg & Cheese",American cheese and egg wrapped in a warm pancake with bacon or sausage.
8318,Dunkin',Pancake Wake-Up Wrap® - Egg & Cheese,American cheese and egg wrapped in a warm pancake.
8319,Dunkin',Frozen Coffee,"Our Frozen Coffee is made with real Dunkin' coffee, delivering a smooth, creamy coffee-forward flavor."
8320,Dunkin',Coolatta®,"Looking for the ultimate frozen, fruity refreshment? Our Coolatta® will do the trick. One sip and refreshment begins."
8321,Dunkin',Frozen Chocolate,"Our refreshing Frozen Chocolate is ready to customize with your choice of flavor swirl, and drizzle."
8322,Dunkin',Frozen Matcha Latte,Sweetened matcha green tea blended with milk
8323,Dunkin',Hash Browns,"Our hash browns are lightly seasoned, crispy bites of gooDDness. Pair them with your breakfast sandwich and your morning pit stop gets even more tasty.  Perfectly paired with our freshly brewed Hot or Iced Coffee."
8324,Dunkin',MUNCHKINS® Donut Hole Treats,"Our Famous Munchkins® make the perfect treat to share with friends, family and colleagues alike. Made fresh daily in a variety of colorful and delicious flavors, there's a favorite for everyone. Be a real hero and pick up a Box O' Joe® while you're there. Available in the following varieties*: Glazed; Glazed Chocolate; Jelly; Powdered Sugar; Cinnamon; Sugar Raised. (*Availabilty may vary depending on location)"
8325,Dunkin',Ham & Swiss Croissant Stuffer,Croissant filled with ham & swiss cheese.
8326,Dunkin',Plain Stuffed Bagel Minis,"Plain mini bagels filled with cream cheese, served warm. Two per order."
8327,Dunkin',Egg White & Veggie Omelet Bites,"Cage-free eggs mixed with spinach, tomatoes and a four cheese blend, cooked sous-vide style and packed with 13g of protein."
8328,Dunkin',Everything Stuffed Bagel Minis,"Everything mini bagels filled with cream cheese, served warm. Two per order."
8329,Dunkin',Bacon & Cheddar Omelet Bites,"Cage-free eggs mixed with bacon and cheddar cheese, cooked sous-vide style and packed with 17g of protein."
8330,Dunkin',Iced Lemon Loaf,A slice of lemony yellow pound cake with white lemon icing.
8331,Dunkin',Sweet Black Pepper Snackin' Bacon,8 snack-sized strips of Sweet Black Pepper Bacon.
8332,Dunkin',Classic Donuts,"Treat yourself or share the joy by bringing people together with a dozen donuts made in these delicious varieties*: Glazed, Chocolate Frosted, Strawberry Frosted, Old Fashioned, Boston Kreme, Glazed Chocolate Cake and Jelly. *Limited Edition and Custom Photo Donuts may contain artificial dyes."
8333,Dunkin',Half Dozen Donuts,"Share the joy by bringing people together with an assortment of half dozen or dozen donuts made in these delicious varieties*: Glazed, Double Chocolate, Strawberry Frosted, Vanilla Frosted, Chocolate Frosted, Old Fashioned, Boston Kreme, Glazed Chocolate Cake, Powdered, Vanilla Creme, Glazed Blueberry, and Jelly. *Assortment and availability will vary depending on location."
8334,Dunkin',MUNCHKINS® Donut Hole Treats,"Our Famous Munchkins® make the perfect treat to share with friends, family and colleagues alike. Made fresh daily in a variety of colorful and delicious flavors, there's a favorite for everyone. Be a real hero and pick up a Box O' Joe® while you're there. Available in the following varieties*: Glazed; Glazed Chocolate; Jelly; Powdered Sugar; Cinnamon; Sugar Raised. (*Availabilty may vary depending on location)"
8335,Dunkin',Dozen Donuts,"Share the joy by bringing people together with an assortment of half dozen or dozen donuts made in these delicious varieties*: Glazed, Double Chocolate, Strawberry Frosted, Vanilla Frosted, Chocolate Frosted, Old Fashioned, Boston Kreme, Glazed Chocolate Cake, Powdered, Vanilla Creme, Glazed Blueberry, and Jelly. *Assortment and availability will vary depending on location."
8336,Dunkin',Muffins,A classic morning favorite that we're perfected over 60 years. Muffins are the perfect pair to a freshly brewed coffee. Available in the following varieties: Blueberry & Coffee
8337,Dunkin',Bagel with Cream Cheese Spread,"A delicious way to start your day. Soft and chewy, these freshly baked bagels come in some of your favorite varieties. Bagels Available in the following varieties*: Plain; Cinnamon Raisin; Multigrain; Sesame Seed; Everything.    *Availability may vary depending on location."
8338,Dunkin',Everything Stuffed Bagel Minis,"Everything mini bagels filled with cream cheese, served warm. Two per order."
8339,Dunkin',Coffee Roll,Glazed coffee roll laced with pure cinnamon
8340,Dunkin',Apple Fritter,"Glazed Apple Fritter, laced with pure cinnamon and apple filling"
8341,Dunkin',Plain Stuffed Bagel Minis,"Plain mini bagels filled with cream cheese, served warm. Two per order."
8342,Dunkin',Croissant,"A delicious way to start your day. Our warm, freshly baked croissant is the perfect pair to a freshly brewed Hot or Iced Coffee"
8343,Dunkin',4 Muffins,A classic morning favorite that we're perfected over 60 years. Muffins are the perfect pair to a freshly brewed coffee. Available in the following varieties: Blueberry & Coffee Cake
8344,Dunkin',Avocado Spread,"Pre-packaged cup of avocado spread made with nothing but avocado, sea salt, pepper and lemon juice."
8345,Dunkin',Iced Lemon Loaf,A slice of lemony yellow pound cake with white lemon icing.
8346,Dunkin',English Muffin,"Enjoy a classic morning favorite. Our oven-toasted english muffin goes great with your favorite spread. With a freshly frewed Hot or Iced Coffee, you can't go wrong."
8347,Dunkin',Bagel,"A delicious way to start your day. Soft and chewy, these freshly baked bagels come in some of your favorite varieties. Bagels Available in the following varieties*: Plain; Cinnamon Raisin; Multigrain; Sesame Seed; Everything.    *Availability may vary depending on location."
8348,Dunkin',Frosty Red Velvet Specialty Donut,Glazed Red Velvet Cake Donut topped with vanilla-flavored icing and a cream cheese-flavored topping.
8349,Dunkin',Bottled Drinks,"Pick up now, enjoy later. A variety of bottled refreshments that keep you running."
8350,Dunkin',K-Cup® Pods,Make the Dunkin’ coffee you love right from your kitchen. Dunkin’ K-Cup® pods are made especially for your Keurig® K-Cup® brewing system.
8351,Dunkin',Packaged Coffee,"Available in a variety of flavors and blends, your favorite Dunkin’ coffee makes for a fresh start to your day or a great gift for friends, family or colleagues."
8352,Red Lobster,Shrimp Linguini Alfredo,Tender shrimp in a creamy garlic Alfredo sauce on a bed of linguini.1110 Cal
8353,Red Lobster,Crispy Dragon Shrimp®,"Crispy shrimp tossed in a sweet, mildly spicy chili sauce.1010 Cal"
8354,Red Lobster,Cajun Chicken Linguini Alfredo,Spicy chicken in a creamy garlic Alfredo sauce on a bed of linguini.1190 Cal
8355,Red Lobster,Today's Catch - Atlantic Salmon**,Perfectly grilled and served with lemon and your choice of two sides.630 Cal
8356,Red Lobster,Fish and Chips,"Hand-battered, wild-caught cod served with coleslaw, tartar sauce and your choice of one side. (We suggest French Fries as selected).1230 Cal"
8357,Red Lobster,Lobster Linguini,Tender Maine lobster meat tossed with tomatoes and linguini in a creamy lobster sauce.1120 Cal
8358,Red Lobster,Create Your Own Ultimate Feast®,Choose 2 Premium and 2 Classic selections. Served with your choice of two sides.960 Cal - 2100 Cal
8359,Red Lobster,New! Shrimp Your Way - Choose Four,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.880 Cal - 2520 Cal"
8360,Red Lobster,Chocolate Wave,Layers of decadent chocolate cake and creamy fudge frosting. Served with vanilla ice cream and rich chocolate sauce.1110 Cal
8361,Red Lobster,New! Shrimp Your Way - Choose Two,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.440 Cal - 1260 Cal"
8362,Red Lobster,White Wine & Garlic Mussels,Roasted with tomato and green onions. Served with toasted artisan bread.880 Cal
8363,Red Lobster,Lobster Pizza,"Maine and langostino lobster with mozzarella, Parmesan, fresh tomatoes and sweet basil.700 Cal"
8364,Red Lobster,New England Clam Chowder Bowl,490 Cal
8365,Red Lobster,Snow Crab Legs (1/2 pound),Served with lemon and melted butter.380 Cal
8366,Red Lobster,Surf & Turf Maine Lobster Tail & 7 oz. Sirloin**,Served with your choice of sides.680 Cal
8367,Red Lobster,Garlic Linguini Alfredo,Creamy garlic Alfredo sauce served over a bed of linguini.540 Cal
8368,Red Lobster,Hand-Breaded Calamari,Golden-fried calamari served with  jalapeño ranch and marinara.1000 Cal
8369,Red Lobster,New! Shrimp Your Way - Choose Three,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.660 Cal - 1890 Cal"
8370,Red Lobster,Grilled Sea Scallops,Brushed with a buttery garlic glaze and served with rice and lemon.300 Cal
8371,Red Lobster,New England Clam Chowder Cup,240 Cal
8372,Red Lobster,Shrimp Linguini Alfredo,Tender shrimp in a creamy garlic Alfredo sauce on a bed of linguini.1110 Cal
8373,Red Lobster,Create Your Own Ultimate Feast®,Choose 2 Premium and 2 Classic selections. Served with your choice of two sides.960 Cal - 2100 Cal
8374,Red Lobster,Today's Catch - Atlantic Salmon**,Perfectly grilled and served with lemon and your choice of two sides.630 Cal
8375,Red Lobster,New! Shrimp Your Way - Choose Four,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.880 Cal - 2520 Cal"
8376,Red Lobster,Fish and Chips,"Hand-battered, wild-caught cod served with coleslaw, tartar sauce and your choice of one side. (We suggest French Fries as selected).1230 Cal"
8377,Red Lobster,New! Lobster & Shrimp Seasonal Feast,"Tender Maine tail meat and shrimp in an orange-rosemary holiday sauce. Served with mashed potatoes, Cheddar Bay Stuffing, and your choice of one side.1060 Cal"
8378,Red Lobster,New! Lobster & Cheddar Bay Stuffed Shrimp,"A roasted Maine tail paired with shrimp topped with a savory brioche, Cheddar Bay Biscuit® crumbles, bacon and mushroom stuffing. Served with your choice of two sides.910 Cal"
8379,Red Lobster,New! Lobster & Shrimp Overboard,"A roasted Maine tail, lobster & shrimp linguini, and a grilled shrimp skewer. Served with your choice of two sides.1690 Cal"
8380,Red Lobster,New! Cheddar Bay Stuffing,"A savory brioche, Cheddar Bay Biscuit® crumbles, bacon and mushroom stuffing.520 Cal"
8381,Red Lobster,New! Shrimp Your Way - Choose Four,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.880 Cal - 2520 Cal"
8382,Red Lobster,New! Shrimp Your Way - Choose Two,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.440 Cal - 1260 Cal"
8383,Red Lobster,New! Shrimp Your Way - Choose Three,"Create your own combination, choosing from classic favorites and new flavors. Served with your choice of one side.660 Cal - 1890 Cal"
8384,Red Lobster,New! Shrimp Your Way - Choose Four Bundle,"Create your own combination, choosing from classic favorites and new flavors. Includes one side, two drinks, and a half dozen Cheddar Bay Biscuits.880 Cal - 2520 Cal"
8385,Red Lobster,Lobster Dip,"Maine and langostino lobster, spinach and artichoke in a three-cheese blend with tortilla chips and pico de gallo.890 Cal"
8386,Red Lobster,White Wine & Garlic Mussels,Roasted with tomato and green onions. Served with toasted artisan bread.880 Cal
8387,Red Lobster,Lobster Pizza,"Maine and langostino lobster with mozzarella, Parmesan, fresh tomatoes and sweet basil.700 Cal"
8388,Red Lobster,Signature Seafood Mushrooms,Signature seafood topping and Monterey Jack cheese. Served over a creamy garlic sauce.480 Cal
8389,Red Lobster,Crispy Dragon Shrimp®,"Crispy shrimp tossed in a sweet, mildly spicy chili sauce.1010 Cal"
8390,Red Lobster,Hand-Breaded Calamari,Golden-fried calamari served with  jalapeño ranch and marinara.1000 Cal
8391,Red Lobster,Parrot Isle Jumbo Coconut Shrimp Appetizer,Dunk in our signature piña colada sauce.660 Cal
8392,Red Lobster,Mozzarella Cheesesticks,Served with marinara.730 Cal
8393,Red Lobster,New! Black Tiger Shrimp Cocktail,"Premium jumbo shrimp, served with cocktail sauce and our NEW Samu Sauce™, a spicy Thai chili-lime cilantro sauce that pairs perfectly with seafood.180 Cal"
8394,Red Lobster,New! Crispy Dragon Calamari,"Tossed in a sweet, mildly spicy chili sauce.1030 Cal"
8395,Red Lobster,New! Crabby Cheese Fries,Seasoned fries topped with our cheese sauce and lump crab in a decadent garlic cream.1450 Cal
8396,Red Lobster,Create Your Own Ultimate Feast®,Choose 2 Premium and 2 Classic selections. Served with your choice of two sides.960 Cal - 2100 Cal
8397,Red Lobster,Surf & Turf Maine Lobster Tail & 7 oz. Sirloin**,Served with your choice of sides.680 Cal
8398,Red Lobster,"Grilled Lobster, Shrimp and Salmon**","Tender Maine lobster tail, jumbo shrimp skewer and Atlantic salmon, finished with a brown butter sauce. Served with your choice of two sides.930 Cal"
8399,Red Lobster,Surf & Turf Walt's Favorite Shrimp &  7 oz. Sirloin**,"Hand-breaded, butterflied and lightly fried shrimp paired with a signature-seasoned 7 oz sirloin. Served with cocktail sauce and your choice of two sides.520 Cal"
8400,Red Lobster,Surf & Turf Maine Lobster Tail & 10 oz. NY Strip**,Served with your choice of sides.1000 Cal
8401,Red Lobster,Admiral's Feast,"Walt's Favorite Shrimp, wild-caught flounder, clam strips and bay scallops, all crisped to a golden-brown. Served with cocktail and tartar sauces and your choice of two sides.1640 Cal"
8402,Red Lobster,Surf & Turf Maine Lobster Tail & 6 oz. Filet Mignon**,Served with your choice of sides.670 Cal
8403,Red Lobster,Fish and Chips,"Hand-battered, wild-caught cod served with coleslaw, tartar sauce and your choice of one side. (We suggest French Fries as selected).1230 Cal"
8404,Red Lobster,New! Lobster Lover's Duo,"A tender Maine tail and a Caribbean rock tail, both roasted to perfection. Served with choice of sides.600 Cal"
8405,Red Lobster,Today's Catch - Salmon New Orleans** (Half),"Blackened Atlantic salmon topped with shrimp tossed in a Cajun butter sauce, with tomato-cilantro relish. Served with lemon and choice of two sides.580 Cal"
8406,Red Lobster,Maple-Bacon Chicken,Maple-glazed chicken breasts topped with bacon. Served with choice of two sides.570 Cal
8407,Red Lobster,Today's Catch - Salmon New Orleans** (Full),"Blackened Atlantic salmon topped with shrimp tossed in a Cajun butter sauce, with tomato-cilantro relish. Served with lemon and choice of two sides.890 Cal"
8408,Red Lobster,Today's Catch - Atlantic Salmon**,Perfectly grilled and served with lemon and your choice of two sides.630 Cal
8409,Red Lobster,Twin Maine Tails,A pair of perfectly roasted Maine lobster tails. Served with your choice of two sides.540 Cal
8410,Red Lobster,7 oz. Sirloin**,Grilled with our signature seasoning and served with your choice of two sides.260 Cal
8411,Red Lobster,10 oz. NY Strip**,Seasoned and grilled to perfection. Served with your choice of two sides.580 Cal
8412,Red Lobster,New! Simply Grilled Sea Scallops & Shrimp Skewers,"A grilled skewer of each, served over rice with your choice of two sides.410 Cal"
8413,Red Lobster,Today's Catch - Rainbow Trout,Grilled to perfection and served with lemon and your choice of two sides.490 Cal
8414,Red Lobster,6 oz. Filet Mignon**,Tender and grilled with our signature seasoning. Served with choice of two sides.250 Cal
8415,Red Lobster,Crispy Chicken Tenders,"Hand-breaded, crispy chicken tenders. Served with honey mustard or BBQ sauce and choice of two sides.950 Cal"
8416,Red Lobster,Sesame-Soy Salmon** Bowl,"Soy-ginger-glazed Atlantic salmon, crispy Brussels sprouts, orzo rice, edamame, spring mix and crispy onions with sesame vinaigrette.930 Cal"
8417,Red Lobster,Crunch-Fried Flounder Sandwich,"Hand-breaded, wild-caught flounder, tartar sauce and coleslaw. Served on a toasted brioche bun with choice of side.1000 Cal"
8418,Red Lobster,Classic Caesar Salad with Grilled Shrimp,Grilled shrimp served over our Classic Caesar Salad.740 Cal
8419,Red Lobster,Classic Caesar Salad,"Crisp romaine lettuce, shaved parmesan, a creamy Caesar dressing and toasted brioche croutons.560 Cal"
8420,Red Lobster,Dockside Cheddar Burger**,"Grilled patty, aged white Cheddar, lettuce, tomato and pickles on a toasted brioche bun. Served with your choice of side.660 Cal"
8421,Red Lobster,Classic Caesar Salad with Grilled Chicken,Grilled chicken served over our Classic Caesar Salad.730 Cal
8422,Red Lobster,Classic Caesar Salad with Grilled Salmon**,Grilled Atlantic salmon served over our Classic Caesar Salad.870 Cal
8423,Red Lobster,New! Southwest Shrimp Bowl,"Zesty grilled shrimp over jalapeño ranch-drizzled orzo rice with spring mix, pico de gallo, sour cream, and tortilla strips.840 Cal"
8424,Red Lobster,Shrimp Linguini Alfredo,Tender shrimp in a creamy garlic Alfredo sauce on a bed of linguini.1110 Cal
8425,Red Lobster,Lobster Linguini,Tender Maine lobster meat tossed with tomatoes and linguini in a creamy lobster sauce.1120 Cal
8426,Red Lobster,Cajun Chicken Linguini Alfredo,Spicy chicken in a creamy garlic Alfredo sauce on a bed of linguini.1190 Cal
8427,Red Lobster,Bar Harbor Lobster Bake,"Petite Maine lobster tails with shrimp, bay scallops, mussels and fresh tomatoes. Served over linguini in a garlic and white wine broth.1100 Cal"
8428,Red Lobster,Sea-Salted French Fries,510 Cal
8429,Red Lobster,New England Clam Chowder Bowl,490 Cal
8430,Red Lobster,Half Dozen Cheddar Bay Biscuits®,"All entrées come with two warm, house-made Cheddar Bay Biscuits. Not enough? Order extra here.970 Cal"
8431,Red Lobster,Bacon Mac & Cheese,Creamy cheese sauce over macaroni and topped with bacon.600 Cal
8432,Red Lobster,Mashed Potatoes,210 Cal
8433,Red Lobster,One Dozen Cheddar Bay Biscuits®,"All entrées come with two warm, house-made Cheddar Bay Biscuits. Not enough? Order extra here.1940 Cal"
8434,Red Lobster,New England Clam Chowder Cup,240 Cal
8435,Red Lobster,Orzo Rice,230 Cal
8436,Red Lobster,Pina Colada Sauce (8 oz),450 Cal
8437,Red Lobster,Tartar Sauce (8 oz),1000 Cal
8438,Red Lobster,Crispy Brussels Sprouts,Drizzled with soy-ginger sauce and topped with crispy onions.380 Cal
8439,Red Lobster,Seasoned Broccoli,230 Cal
8440,Red Lobster,Baked Potato,270 Cal
8441,Red Lobster,Creamy Lobster Baked Potato,Maine and langostino lobster meat in a creamy lobster beurre blanc sauce over a baked potato.450 Cal
8442,Red Lobster,Creamy Lobster Mashed Potatoes,Maine and langostino lobster meat in a creamy lobster beurre blanc sauce over mashed potatoes.350 Cal
8443,Red Lobster,Coleslaw,110 Cal
8444,Red Lobster,Caesar Side Salad,"Crisp romaine lettuce, shaved parmesan, a creamy Caesar dressing and toasted brioche croutons.360 Cal"
8445,Red Lobster,House Side Salad,"Mixed greens with fresh tomatoes, a blend of cheeses, red onion, toasted croutons and your choice of dressing.160 Cal"
8446,Red Lobster,Cocktail Sauce (8 oz),220 Cal
8447,Red Lobster,New! Cheddar Bay Stuffing,"A savory brioche, Cheddar Bay Biscuit® crumbles, bacon and mushroom stuffing.520 Cal"
8448,Red Lobster,Chicken Tenders,Served with honey mustard and choice of side.680 Cal
8449,Red Lobster,Popcorn Shrimp,Served with ketchup and choice of side.250 Cal
8450,Red Lobster,Macaroni & Cheese,Served with choice of side.280 Cal
8451,Red Lobster,Golden-Fried Fish,Served with ketchup and choice of side.530 Cal
8452,Red Lobster,Garlic-Grilled Shrimp,Served with choice of side.80 Cal
8453,Red Lobster,Grilled Chicken,Served with choice of side.170 Cal
8454,Red Lobster,Grilled Maine Lobster Tail,Tender Maine lobster tail fire grilled and glazed in a buttery garlic sauce. Served with melted butter and lemon.380 Cal
8455,Red Lobster,Half Dozen Cheddar Bay Biscuits®,"All entrées come with two warm, house-made Cheddar Bay Biscuits. Not enough? Order extra here.970 Cal"
8456,Red Lobster,Snow Crab Legs (1/2 pound),Served with lemon and melted butter.380 Cal
8457,Red Lobster,Classic Maine Lobster Tail,Served with lemon and melted butter.420 Cal
8458,Red Lobster,Popcorn Shrimp,Served with cocktail sauce.430 Cal
8459,Red Lobster,Grilled Sea Scallops,Brushed with a buttery garlic glaze and served with rice and lemon.300 Cal
8460,Red Lobster,Walt's Favorite Shrimp,Served with cocktail sauce.260 Cal
8461,Red Lobster,Caribbean Rock Lobster Tail,Served with lemon and melted butter.480 Cal
8462,Red Lobster,One Dozen Cheddar Bay Biscuits®,"All entrées come with two warm, house-made Cheddar Bay Biscuits. Not enough? Order extra here.1940 Cal"
8463,Red Lobster,Garlic Shrimp Scampi,Baked in a garlic sauce and served with lemon.220 Cal
8464,Red Lobster,Garlic Linguini Alfredo,Creamy garlic Alfredo sauce served over a bed of linguini.540 Cal
8465,Red Lobster,Grilled Shrimp Skewer,With a buttery garlic glaze.320 Cal
8466,Red Lobster,7 oz. Sirloin**,260 Cal
8467,Red Lobster,Vanilla Bean Cheesecake,"Layered with sweet Italian cream on a vanilla cookie crust, with vanilla bean-infused whipped cream and white chocolate shavings.690 Cal"
8468,Red Lobster,Chocolate Wave,Layers of decadent chocolate cake and creamy fudge frosting. Served with vanilla ice cream and rich chocolate sauce.1110 Cal
8469,Red Lobster,Brownie Overboard®,"Warm brownie wedges served with a scoop of vanilla ice cream. Topped with caramel, fudge and whipped cream.1020 Cal"
8470,Red Lobster,Walt's Favorite Shrimp Platter,"24 hand-breaded, butterflied and lightly fried shrimp. Served with cocktail sauce.1250 Cal"
8471,Red Lobster,Crunchy Popcorn Shrimp Platter,Bite-sized shrimp fried until golden brown. Served with cocktail sauce.2500 Cal
8472,Red Lobster,Chicken Tenders Platter,Golden-fried chicken tenders. Served with honey mustard.4630 Cal
8473,Red Lobster,Fountain Drinks,170 Cal
8474,Red Lobster,Lemonades & Iced Teas,140 Cal - 260 Cal
8475,Red Lobster,Canned & Bottled Beverages,680 Cal
8476,Red Lobster,Fruit Smoothies,380 Cal - 460 Cal
8477,Red Lobster,Half Gallon Beverages,20 Cal - 770 Cal
8478,Wing Nut,10 Wings Combo,
8479,Wing Nut,10 Piece Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8480,Wing Nut,Breaded Mozzarella Wedges Combo,Six wedges with homemade tomato sauce and Parmesan with your choice of a drink
8481,Wing Nut,"Bacon, Cheddar and Ranch Fries","Bacon, cheddar cheese, green onions and Bacon Tomato Ranch sauce with your choice of a drink"
8482,Wing Nut,Reese's Pie,"Pie with peanut butter, milk chocolate and cookie crust; topped with chocolate, caramel, Reese’s® Peanut Butter Cups and a peanut butter drizzle"
8483,Wing Nut,10 Piece Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8484,Wing Nut,Breaded Mozzarella Wedges Combo,Six wedges with homemade tomato sauce and Parmesan with your choice of a drink
8485,Wing Nut,10 Wings Combo,
8486,Wing Nut,15 Bone-in Wing Combo,Crispy bone-in wings with your choice of drink
8487,Wing Nut,Fresh-Cut French Fries Combo,Fresh-Cut Fries
8488,Wing Nut,"15 Boneless Wings, 15 Bone-in Wings and Fries","15 Bone-in and 15 Boneless, plus fries. The best of both worlds"
8489,Wing Nut,"20 Boneless Wings, 20 Bone-in Wings and Fries","20 Bone-in and 20 Boneless, plus fries. The best of both worlds"
8490,Wing Nut,10 Wings Combo,
8491,Wing Nut,10 Piece Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8492,Wing Nut,15 Bone-in Wing Combo,Crispy bone-in wings with your choice of drink
8493,Wing Nut,5 Piece Boneless Wings Combo,5 Crispy Boneless Wings with your choice of a drink
8494,Wing Nut,5pc Bone-in Wings & Fries Combo,"Bone-in wings, fries and your choice of a drink"
8495,Wing Nut,15 Piece Boneless Wings Combo,
8496,Wing Nut,5 Bone-in Wings Combo,Crispy Bone-in Wings with your choice of drink
8497,Wing Nut,20 Piece Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8498,Wing Nut,50 Bone-in Wings Combo,Crispy bone-in wings with your choice of a drink
8499,Wing Nut,5pc Boneless Wings & Fries Combo,Boneless wings and fries with your choice of drink
8500,Wing Nut,25 Bone-in Wings Combo,Crispy Bone-in wings with your choice of a drink
8501,Wing Nut,4pc Chicken Tenders & Fries Comb,Crispy chicken tenders and fries with your choice of a drink
8502,Wing Nut,50pc Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8503,Wing Nut,6pc Chicken Tenders & Fries Combo,Crispy chicken tenders and fries with your choice of a drink
8504,Wing Nut,20 Bone-in Wings Combo,Crispy Bone-in wings with your choice of a drink
8505,Wing Nut,25 Piece Boneless Wings Combo,Crispy Boneless Wings with your choice of a drink
8506,Wing Nut,Breaded Mozzarella Wedges Combo,Six wedges with homemade tomato sauce and Parmesan with your choice of a drink
8507,Wing Nut,Fresh-Cut French Fries Combo,Fresh-Cut Fries
8508,Wing Nut,Zucchini Planks Combo,"Crispy Zucchini Planks with homemade tomato sauce, Parmesan and lemon with your choice of a drink"
