id,restaurant_name,menu_item,Calories,Carbs,Protein,Fat,restaurant_id
7219,Sheetz,Egg Salad Wedge,350,33,12,18,59
7220,Sheetz,Buffalo Chicken Flatbread,410,42,25,16,59
7221,Sheetz,Boom Boom Bacon Club Artisanal Wedge,800,60,40,45,59
7222,Sheetz,Chicken Caesar Wrap,600,40,40,32,59
7223,Sheetz,PB-Honey Sammich,330,40,10,16,59
7224,Sheetz,Bistro Chicken Salad Wrap,700,60,40,30,59
7225,Sheetz,Taylor Farms Caesar Salad 6.25oz,220,8,12,16,59
7226,Sheetz,Chicken Salad Wedge,700,50,20,45,59
7227,Sheetz,Baja Ranch Turkey Wrap,500,44,35,22,59
7228,Sheetz,New York Pastrami Artisanal Wedge,650,50,35,35,59
7229,Sheetz,Ham Deli Sandwich,330,35,22,12,59
7230,Sheetz,Ham Salad Wedge,350,33,14,18,59
7231,Sheetz,Turkey Deli Sandwich,330,45,25,7,59
7232,Sheetz,Tuna Salad Wedge,340,38,20,12,59
7233,Sheetz,Taylor Farms Cobb Salad 6.4oz,250,10,23,14,59
7234,Sheetz,Lebanon Bologna Wedge,430,35,24,22,59
7235,Sheetz,Pimento Ham Artisanal Wedge,600,50,25,35,59
7236,Sheetz,Taylor Farms Chef Salad 6.7oz,230,10,23,12,59
7237,Sheetz,Italian Wrap,500,45,25,25,59
7238,Sheetz,Dirt Parfait,370,58,6,12,59
7239,Sheetz,Strawberry Yogurt Parfait,240,36,8,6,59
7240,Sheetz,Cookies N Milk Edible Chocolate Chip Cookie Dough 6oz,840,126,10,34,59
7241,Sheetz,Oh Snap! Hottie Bites 3.25oz,30,7,1,0,59
7242,Sheetz,Oh Snap! Dill Cuts 3.25oz,15,2,1,0,59
7243,Sheetz,Fresh Fruit Mix 14oz,106,27,2,0,59
7244,Sheetz,Cookies N Milk Edible Peanut Butter Cup Cookie Dough 6oz,780,88,12,42,59
7245,Sheetz,Pretzel Nuggets with Beer Cheese,650,75,15,30,59
7246,Sheetz,Seedless Grapes 5oz,80,21,1,0,59
7247,Sheetz,Tropical Fruit Mix 10oz,90,23,1,0,59
7248,Sheetz,Fresh Fruit Mix 5oz,60,15,1,0,59
7249,Sheetz,Golden Dough Strawberry Glazed Donut 2.7oz,260,34,3,12,59
7250,Sheetz,Cookies N Milk Edible Party Time Cookie Dough 6oz,780,118,10,28,59
7251,Sheetz,Clio Vanilla Greek Yogurt Bar 1.76oz,140,10,10,4,59
7252,Sheetz,Clio Strawberry Greek Yogurt Bar 1.76oz,140,10,8,8,59
7253,Sheetz,Sliced Strawberries 7oz,50,12,1,0,59
7254,Sheetz,Fiorucci Salami Mozzarella Panino 1.5oz,250,1,12,21,59
7255,Sheetz,Pepper Jack Cheese Bar 2oz,200,1,12,16,59
7256,Sheetz,Berry Mix 7oz,90,22,1,0,59
7257,Sheetz,Saud Hard Boiled Eggs - 2pk,140,1,12,10,59
7258,Sheetz,Smores Snack Mix,150,18,2,8,59
7259,Sheetz,Belgioioso Fresh Mozzarella 1oz,70,0,5,5,59
7260,Sheetz,Chocolate Peanut Butter Peanuts Snack Mix,150,15,5,9,59
7261,Sheetz,String Cheese Mozzarella 0.83oz,80,1,7,6,59
7262,Sheetz,Volpi Mozzarella & Prosciutto Ham 1.5oz,110,1,11,7,59
7263,Sheetz,Prairie City Sweet Walkin' Wafel Birthday Cake 2.8oz,330,39,3,18,59
7264,Sheetz,Grape & Cheese Cup 5oz,160,18,7,8,59
7265,Sheetz,Lifestyles Hollywood Snack Tray 5.2oz,200,25,7,8,59
7266,Sheetz,Prairie City Sweet Walkin' Wafel Dark and Chocolatey 2.8oz,370,45,5,19,59
7267,Sheetz,Golden Dough Golden Glazed Donut 2.7oz,260,31,3,14,59
7268,Sheetz,Veggie Cup w/Dip 7oz,150,12,2,11,59
7269,Sheetz,Saud Red Beet Eggs - 2pk,150,10,7,8,59
7270,Sheetz,Pineapple Chunks 5oz,77,19,1,0,59
7271,Sheetz,Jack Link's Cold Crafted Beef & Pepper Jack 1.5oz,140,3,13,9,59
7272,Sheetz,Prairie City Butter Cake Birthday Cake 2.5oz,330,45,3,16,59
7273,Sheetz,Perfect Bar Dark Chocolate Peanut Butter 3oz,330,26,15,22,59
7274,Sheetz,Perfect Bar Peanut Butter 2.5oz,330,26,17,22,59
7275,Sheetz,Mini Babybel Original Cheese 0.75oz,70,0,5,6,59
7276,Sheetz,Sharp Cheddar Cheese Bar 2oz,220,1,14,18,59
7277,Sheetz,Colby & Monterey Jack Cheese Bar 2oz,200,1,13,16,59
7278,Sheetz,Fiorucci Pepperoni Mozzarella Panino 1.5oz,190,1,11,16,59
7279,Sheetz,Citterio Genoa Salami & Provolone Cheese 3oz,300,0,18,24,59
7280,Sheetz,Golden Dough Chocolate Glazed Donut 2.7oz,340,38,4,18,59
7281,Sheetz,Veggie Snack Pack 7oz,150,11,9,8,59
7282,Sheetz,Pretzel Nuggets with Honey Mustard,650,85,15,25,59
7283,Sheetz,Pepperoni & Colby Jack Snack Tray,350,12,19,25,59
7284,Sheetz,"Apples, Pecans & Cheddar Cheese Snack Tray 4.75oz",210,18,7,14,59
7285,Sheetz,Jack Link's Cold Crafted Beef & Colby Jack 1.5oz,150,2,10,10,59
7286,Sheetz,Volpi Mozzarella & Spicy Salami 1.5oz,150,0,10,12,59
7287,Sheetz,Beef and Cheddar Snack Tray,180,5,24,9,59
7288,Sheetz,PB-Grape Sammich,330,45,10,14,59
7289,Sheetz,PB-Strawberry Sammich,330,45,10,14,59
7290,Sheetz,Nesquick Chocolate Pint,400,71,14,8,59
7291,Sheetz,Strawberry Yogurt Parfait,210,38,6,2,59
7292,Sheetz,Shweetz Brownie Bites Cup 3.75oz,420,66,5,16,59
7293,Sheetz,Seedless Grapes 5oz,80,21,1,0,59
7294,Sheetz,Fresh Fruit Mix 5oz,50,13,1,0,59
7295,Sheetz,Chalet Birthday Cake Pop,180,24,2,9,59
7296,Sheetz,PB-Honey Sammich,330,45,10,14,59
7297,Sheetz,Sliced Strawberries 7oz,50,12,1,0,59
7298,Sheetz,String Cheese Mozzarella 0.83oz,80,1,7,6,59
7299,Sheetz,Chalet Chocolate Cake Pop,180,25,2,9,59
7300,Sheetz,Pineapple Chunks 5oz,70,18,1,0,59
7301,Sheetz,Sharp Cheddar Cheese Bar 2oz,220,1,14,18,59
7302,Sheetz,Colby & Monterey Jack Cheese Bar 2oz,200,1,12,16,59
7303,Sheetz,Go-Gurt Strawberry 2oz,50,8,2,1,59
7304,Sheetz,Ben & Jerry's Half Baked Pint,1080,115,16,60,59
7305,Sheetz,Ben & Jerry's Chocolate Chip Cookie Dough Pint,1060,116,16,56,59
7306,Sheetz,Ben & Jerry's Chocolate Chip Cookie Dough Chunks 8oz,680,80,10,34,59
7307,Sheetz,Shweetz Glazed Donut Holes Cup,200,25,3,10,59
7308,Sheetz,Shweetz Brownie Bites Cup 3.75oz,420,57,5,20,59
7309,Sheetz,Soft Pretzel,310,66,9,2,59
7310,Sheetz,Shweetz Birthday Cake Donut Holes Cup,300,45,4,12,59
7311,Sheetz,Shweetz Chocolate Donut Holes Cup,430,56,6,20,59
7312,Sheetz,Shweetz Gourmet Chocolate Chip Cookie,420,56,5,20,59
7313,Sheetz,Shweetz Gobbz Peanut Butter,210,26,5,10,59
7314,Sheetz,Shweetz Gobbz Vanilla,210,30,5,8,59
7315,Sheetz,Shweetz Blueberry Donut Holes Cup,430,56,6,20,59
7316,Sheetz,Chalet Birthday Cake Pop,180,24,2,9,59
7317,Sheetz,Shweetz Red Velvet Holes Cup,430,56,6,20,59
7318,Sheetz,Shweetz White Chocolate Macadamia Cookie,310,40,3,16,59
7319,Sheetz,Shweetz Muddy Bites Cup,450,60,6,22,59
7320,Sheetz,Shweetz Blueberry Muffin,360,51,6,15,59
7321,Sheetz,Shweetz Cinnabon Muffin,610,77,7,29,59
7322,Sheetz,Shweetz Chocolate Peanut Butter Crispy Bites Cup 4.3oz,560,82,8,24,59
7323,Sheetz,Shweetz Cookies Cup,450,56,4,24,59
7324,Sheetz,Shweetz Tutti Frutti Crispy Bites Cup 3.0oz,360,82,2,4,59
7325,Sheetz,Shweetz Chocolate Brownie 2.25oz,280,40,4,14,59
7326,Sheetz,Smores Snack Mix,150,20,2,7,59
7327,Sheetz,Shweetz Caramel Brownie 2.25oz,290,39,3,14,59
7328,Sheetz,My Mother's Del Strawberry Strudel,420,58,6,18,59
7329,Sheetz,Shweetz No Bake Nubbins Cup 7oz,980,120,20,52,59
7330,Sheetz,Chalet Chocolate Cake Pop,180,25,2,9,59
7331,Sheetz,Shweetz No Bake Peanut Butter 3pk,450,53,10,24,59
7332,Sheetz,Shweetz No Bake Chocolate 3pk,420,54,6,20,59
7333,Sheetz,My Mother's Del Apple Strudel,320,45,3,14,59
7334,Sheetz,David's Chocolate Chip Brownie 3.5oz,420,70,4,16,59
7335,Sheetz,Shweetz Plain Crispy Bites Cup 2.7oz,370,66,3,9,59
7336,Sheetz,Galliker's 2% Milk Gallon,1300,100,64,48,59
7337,Sheetz,Galliker's Chocolate Milk Quart,440,72,16,16,59
7338,Sheetz,Galliker's Chocolate Milk Pint,260,38,8,9,59
7339,Sheetz,Galliker's Vitamin D Milk Gallon,2400,192,128,128,59
7340,Sheetz,Galliker's Chocolate Milk Gallon,2080,312,64,64,59
7341,Sheetz,Nesquick Chocolate Pint,400,64,16,10,59
7342,Sheetz,Galliker's 1% Chocolate Milk Pint,260,40,16,5,59
7343,Sheetz,STARBUCKS TRIPLESHOT CARAMEL 1 Single,210,31,11,5,59
7344,Sheetz,Java Monster Vanilla Mean Bean 15oz,220,42,7,4,59
7345,Sheetz,Java Monster Irish Blend 15oz,220,33,9,4,59
7346,Sheetz,Java Monster French Vanilla 15oz,220,33,7,4,59
7347,Sheetz,Java Monster Loco Mocha 15oz,220,37,7,4,59
7348,Sheetz,STARBUCKS TRIPLESHOT VANILLA 1 Single,210,31,11,7,59
7349,Sheetz,DUNKIN DONUTS FRENCH VANILLA 1 Single,20,5,0,0,59
7350,Sheetz,DUNKIN DONUTS MOCHA 13.7OZ Single,260,42,8,7,59
7351,Sheetz,DUNKIN DONUTS ORIGINAL 13.7OZ Single,260,45,9,7,59
7352,Sheetz,Black Rifle Coffee Espresso with Cream 11oz,45,1,1,4,59
7353,Sheetz,Black Rifle Coffee Espresso Mocha 11oz,180,29,7,4,59
7354,Sheetz,Java Monster Mocha 15oz,220,33,7,4,59
7355,Sheetz,MINUTE MAID APPLE JUICE 12OZ P Single,150,39,0,0,59
7356,Sheetz,Hawaiian Punch 20oz,300,81,0,0,59
7357,Sheetz,MINUTE MAID ORANGE JUICE ORIG Single,150,34,2,0,59
7358,Sheetz,MINUTE MAID CRAN GRAPE 12OZ PE Single,150,42,0,0,59
7359,Sheetz,Nantucket Nectars Cranberry 15.9oz,200,51,0,0,59
7360,Sheetz,Nantucket Nectars Orange Mango 15.9oz,160,40,0,0,59
7361,Sheetz,Nantucket Nectars Island Orange 15.9oz,220,56,0,0,59
7362,Sheetz,Coke 20oz,240,65,0,0,59
7363,Sheetz,Diet Coke 20oz,0,0,0,0,59
7364,Sheetz,SUNKIST ORANGE Single,190,52,0,0,59
7365,Sheetz,COKE ZERO 20OZ NR Single,0,0,0,0,59
7366,Sheetz,DR PEPPER 20OZ CREAM Single,250,66,0,0,59
7367,Sheetz,Pepsi 20oz,250,69,0,0,59
7368,Sheetz,Canada Dry Ginger Ale 20oz,240,65,0,0,59
7369,Sheetz,CHERRY COKE ZERO 20 OZ Single,0,0,0,0,59
7370,Sheetz,Diet Dr Pepper 20oz,0,0,0,0,59
7371,Sheetz,Sprite 20oz,240,65,0,0,59
7372,Sheetz,A&W CREAM SDA Single,150,40,0,0,59
7373,Sheetz,A&W Root Beer 20oz,250,67,0,0,59
7374,Sheetz,CANADA DRY DIET 20OZ Single,0,0,0,0,59
7375,Sheetz,Coke Vanilla 20oz,240,65,0,0,59
7376,Sheetz,Diet Sprite Zero 20oz,0,0,0,0,59
7377,Sheetz,Mountain Dew 20oz,290,77,0,0,59
7378,Sheetz,Pepsi Wild Cherry 20oz,250,69,0,0,59
7379,Sheetz,Diet Pepsi 20oz,0,0,0,0,59
7380,Sheetz,Dr Pepper 20oz,250,68,0,0,59
7381,Sheetz,Pepsi 1L,250,69,0,0,59
7382,Sheetz,Pepsi Zero Sugar 20oz,0,0,0,0,59
7383,Sheetz,SUNKIST GRAPE 20OZ Single,270,73,0,0,59
7384,Sheetz,COKE 20OZ CHERRY VANILLA Single,240,65,0,0,59
7385,Sheetz,7UP NR 20 OZ Single,240,65,0,0,59
7386,Sheetz,MT DEW 20OZ MAJOR MELON REG Single,290,77,0,0,59
7387,Sheetz,DR PEPPER 20Z ZERO Single,0,0,0,0,59
7388,Sheetz,Diet Pepsi 1L,0,0,0,0,59
7389,Sheetz,A&W DIET ROOT B Single,0,0,0,0,59
7390,Sheetz,7UP DIET 20 OZ Single,0,0,0,0,59
7391,Sheetz,SUNKIST ORANGE DIET 20OZ Single,0,0,0,0,59
7392,Sheetz,Sun Drop 20oz,290,76,0,0,59
7393,Sheetz,Coke Cherry 20oz,240,65,0,0,59
7394,Sheetz,Mountain Dew 1L,440,116,0,0,59
7395,Sheetz,Mountain Dew Code Red 20oz,290,77,0,0,59
7396,Sheetz,SUNKIST 20OZ BERRY LMNDE Single,270,73,0,0,59
7397,Sheetz,CANADA DRY CRAN GINGER 20OZ Single,250,65,0,0,59
7398,Sheetz,Diet Mountain Dew 20oz,0,0,0,0,59
7399,Sheetz,SQUIRT 20OZ NR Single,240,65,0,0,59
7400,Sheetz,SUNKIST 20OZ CHERRY LIME Single,270,74,0,0,59
7401,Sheetz,SUNKIST 20OZ STRAW LEMONADE Single,270,73,0,0,59
7402,Sheetz,MT DEW 20OZ ZERO Single,0,0,0,0,59
7403,Sheetz,Mountain Dew Voltage 20oz,290,77,0,0,59
7404,Sheetz,Starry Lemon Lime 20oz,250,67,0,0,59
7405,Sheetz,ARIZONA 34OZ GREEN TEA Single,140,36,0,0,59
7406,Sheetz,ARIZONA 34OZ HLF HLF Single,100,26,0,0,59
7407,Sheetz,Arizona Blueberry White Tea 34oz,160,42,0,0,59
7408,Sheetz,Lipton Pure Leaf Sweet Tea 18.5oz,160,42,0,0,59
7409,Sheetz,ARIZONA 34OZ SWEET TEA Single,100,26,0,0,59
7410,Sheetz,Lipton Pure Leaf Extra Sweet Tea 18.5oz,160,42,0,0,59
7411,Sheetz,GOLD PEAK SWEETENED PLS 16.9OZ Single,150,39,0,0,59
7412,Sheetz,Lipton Pure Leaf Raspberry Tea 18.5oz,100,26,0,0,59
7413,Sheetz,Lipton Pure Leaf Unsweetened Tea 18.5oz,0,0,0,0,59
7414,Sheetz,Gold Peak Extra Sweet Tea 18.5oz,240,64,0,0,59
7415,Sheetz,DEER PARK 1 LTR Single,0,0,0,0,59
7416,Sheetz,Pure Life Water 16.9oz,0,0,0,0,59
7417,Sheetz,PROPEL 20OZ BERRY Single,0,0,0,0,59
7418,Sheetz,Core Hydration 30.4oz,0,0,0,0,59
7419,Sheetz,Deer Park 20oz,0,0,0,0,59
7420,Sheetz,FIJI 1 LITER Single,0,0,0,0,59
7421,Sheetz,GLCEAU VW 20OZ REFRESH Single,0,0,0,0,59
7422,Sheetz,Liquid Death Mountain Water 16.9oz,0,0,0,0,59
7423,Sheetz,Fiji Water 500mL,0,0,0,0,59
7424,Sheetz,DEER PARK 700 ML SPORT CAP Single,0,0,0,0,59
7425,Sheetz,PROPEL 20OZ KIWI STRWBRY Single,0,0,0,0,59
7426,Sheetz,Core Hydration Sport Cap 23.9oz,0,0,0,0,59
7427,Sheetz,WAIAKEA 700ML Single,0,0,0,0,59
7428,Sheetz,WAIAKEA HAWIIAN VOLC 500ML Single,0,0,0,0,59
7429,Sheetz,Extra Peppermint Gum 15ct,10,2,0,0,59
7430,Sheetz,ICE BREAKERS Ice Cubes Peppermint 40pc,5,2,0,0,59
7431,Sheetz,Mentos Roll Mixed Fruit 1.32oz,150,38,0,0,59
7432,Sheetz,Trident Spearmint 14pc,5,2,0,0,59
7433,Sheetz,Tic Tac Fruit Adventure 3.4oz,360,88,0,0,59
7434,Sheetz,Orbit Spearmint Gum 14ct,10,2,0,0,59
7435,Sheetz,Extra Pink Lemonade Gum 15ct,5,2,0,0,59
7436,Sheetz,5 Spearmint Rain Gum 35ct,5,2,0,0,59
7437,Sheetz,5 Peppermint Cobalt Gum 15ct,10,2,0,0,59
7438,Sheetz,Extra Spearmint Gum 15ct,10,2,0,0,59
7439,Sheetz,Mentos Citrus Vitamin 3.175oz,150,38,0,0,59
7440,Sheetz,Extra Spearmint Gum 35ct,5,2,0,0,59
7441,Sheetz,5 Peppermint Cobalt Gum 35ct,5,2,0,0,59
7442,Sheetz,Extra Polar Ice Gum 15ct,5,2,0,0,59
7443,Sheetz,Extra Polar Ice Gum 35ct,5,2,0,0,59
7444,Sheetz,Extra Peppermint Gum 35ct,5,2,0,0,59
7445,Sheetz,Extra Sweet Watermelon Gum 35ct,5,2,0,0,59
7446,Sheetz,Orbit Sweet Mint Gum 14ct,10,2,0,0,59
7447,Sheetz,Wrigley's Doublemint Gum 15ct,10,2,0,0,59
7448,Sheetz,Wrigley's Juicy Fruit Gum 15ct,10,2,0,0,59
7449,Sheetz,Mentos Roll Strawberry 1.32oz,140,34,0,0,59
7450,Sheetz,Dubble Bubble Gum Balls Fruit Flavored 12ct,40,10,0,0,59
7451,Sheetz,Trident Tropical Twist 14pc,5,2,0,0,59
7452,Sheetz,Orbit Peppermint Gum 14ct,5,2,0,0,59
7453,Sheetz,ICE BREAKERS Cool Mint 1.5oz,10,2,0,0,59
7454,Sheetz,Mentos Fresh Mint 50pc,200,48,0,0,59
7455,Sheetz,Tic Tac Freshmints 3.4oz,50,13,0,0,59
7456,Sheetz,Mentos Spearmint 50pc,200,48,0,0,59
7457,Sheetz,Tic Tac Orange 3.4oz,360,88,0,0,59
7458,Sheetz,Altoids Peppermint 1.76oz,10,2,0,0,59
7459,Sheetz,Mentos Roll Mint 1.32oz,150,38,0,0,59
7460,Sheetz,ICE BREAKERS Ice Cubes Spearmint 40pc,5,2,0,0,59
7461,Sheetz,Trident White Peppermint 16ct,5,2,0,0,59
7462,Sheetz,Bazooka Original Gum 10pc,20,5,0,0,59
7463,Sheetz,BreathSavers 3 Hour Spearmint 1.27oz,5,2,0,0,59
7464,Sheetz,Mentos Pure White 50pc,200,49,0,0,59
7465,Sheetz,5 Spearmint Rain Gum 15ct,10,2,0,0,59
7466,Sheetz,Altoids Arctic Wintergreen 1.2oz,10,2,0,0,59
7467,Sheetz,Extra Cinnamon Gum 15ct,10,2,0,0,59
7468,Sheetz,Gushers Tropical 4.25oz,420,99,0,9,59
7469,Sheetz,Gushers Super Sour Berry 4.25oz,420,102,0,4,59
7470,Sheetz,SHEETZ BAG GUMMY PEACH RINGS Single,130,31,2,0,59
7471,Sheetz,Warheads Sour Taffy 1.5oz,180,42,0,2,59
7472,Sheetz,Airheads Bites Paradise Blends 2oz,220,51,0,2,59
7473,Sheetz,Sour Patch Kids Watermelon 8oz,270,67,0,0,59
7474,Sheetz,Welchs Fruit Snacks Mixed Fruit 5oz,220,52,2,0,59
7475,Sheetz,Dorval Sour Power Straws Blue Raspberry 1.75oz,150,36,0,0,59
7476,Sheetz,Hi-Chew Fantasy Mix 3oz,350,86,0,0,59
7477,Sheetz,Laffy Taffy Cherry 1.5oz,170,36,0,2,59
7478,Sheetz,AIRHEADS 6OZ XTRME BTS RAINBW Single,220,51,0,1,59
7479,Sheetz,Sweetarts Ropes Cherry Punch 5oz,450,107,0,0,59
7480,Sheetz,Trolli Sour Brite Crawlers 7.2oz,720,167,0,0,59
7481,Sheetz,Dorval Sour Power Straws Strawberry 1.75oz,150,36,0,0,59
7482,Sheetz,Haribo Goldbears 28.8oz,2600,630,24,0,59
7483,Sheetz,Mamba Magic Sticks 6.3oz,280,40,2,12,59
7484,Sheetz,Nerds Rope Rainbow 0.92oz,90,22,0,0,59
7485,Sheetz,Welch's Fruit Snacks Mixed Fruit 8oz,320,80,4,0,59
7486,Sheetz,Dorval Sour Power Sortz Straws 1.75oz,150,36,0,0,59
7487,Sheetz,SHEETZ BAG NEON GUMMY WORMS Single,450,108,4,0,59
7488,Sheetz,Swedish Fish Mini Family Size,1120,280,0,0,59
7489,Sheetz,Airheads Xtremes Bluest Raspberry 2oz,220,51,0,2,59
7490,Sheetz,Albanese Gummi Peach Rings 8oz,748,172,0,0,59
7491,Sheetz,Tootsie Roll 2.25oz,250,56,1,5,59
7492,Sheetz,Jolly Rancher Hard Candy 7oz,840,198,0,0,59
7493,Sheetz,SKITTLES KING Single,250,56,0,2.5,59
7494,Sheetz,SPK 8OZ BAG PEG Single,150,20,2,8,59
7495,Sheetz,Twizzlers Strawberry King Size 5oz,450,110,4,2,59
7496,Sheetz,Welchs Fruit Snacks Berries N' Cherries 5oz,130,34,1,0,59
7497,Sheetz,Welchs Juicefuls Mixed Fruit 4oz,150,37,1,0,59
7498,Sheetz,SHEETZ BAG GUMMY BEARS Single,140,32,2,0,59
7499,Sheetz,Cow Tales Minis 4oz,440,80,4,12,59
7500,Sheetz,Welch's Fruit Snacks Berries 'N Cherries 8oz,329,79,2,0,59
7501,Sheetz,Skittles Smoothies Share Size 4oz,400,91,0,4,59
7502,Sheetz,Kinder Joy Go Wild 0.70oz,110,10,1,7,59
7503,Sheetz,Mamba Tropics Fruit Chews 7.05oz,700,175,0,0,59
7504,Sheetz,Kinder Joy Egg 0.7oz,110,10,2,7,59
7505,Sheetz,PopUps! Lollipop 0.42oz,60,15,0,0,59
7506,Sheetz,Kinder Bueno 3oz,420,43,6,27,59
7507,Sheetz,Hershey's Milk Chocolate King 2.6oz,360,44,6,20,59
7508,Sheetz,Reese's PB Cup Minis King Size 2.5oz,350,40,7,21,59
7509,Sheetz,M&Ms Pretzel Share Size 2.83oz,440,66,5,17,59
7510,Sheetz,SNICKERS 2 PIECE KING BAR 3.29 Single,440,55,8,22,59
7511,Sheetz,MARS TWIX CRML KING Single,250,34,2,12,59
7512,Sheetz,Reese's Fast Break King Size 3.5oz,490,59,9,24,59
7513,Sheetz,Reese's Sticks King Size 3oz,420,45,8,24,59
7514,Sheetz,100 Grand Share Size 2.2oz,300,45,2,12,59
7515,Sheetz,Almond Joy King Size 3.22oz,440,59,4,24,59
7516,Sheetz,Butterfinger 1.9oz,250,33,4,12,59
7517,Sheetz,Butterfinger King Share 3.7oz,400,53,6,20,59
7518,Sheetz,Hershey's Mr. Goodbar King 2.6oz,360,37,6,22,59
7519,Sheetz,Kit Kat Big Kat 3oz,390,49,6,21,59
7520,Sheetz,KIT KAT KING Single,210,27,3,11,59
7521,Sheetz,M&Ms Peanut Butter Share Size 2.83oz,440,52,9,23,59
7522,Sheetz,Reese's PB Cups King Size 2.8oz,400,45,9,24,59
7523,Sheetz,Reese's Take 5 King Size 2.25oz,400,50,7,20,59
7524,Sheetz,SNICKERS BAR Single,250,33,4,12,59
7525,Sheetz,DOVE MILK CHOC BAR,228,24,3,13,59
7526,Sheetz,M&M's Peanut Share Size 3.14oz,440,52,9,23,59
7527,Sheetz,M&M's Plain Share Size 3.14oz,440,66,5,19,59
7528,Sheetz,Milky Way Bar 1.84oz,240,37,2,9,59
7529,Sheetz,Caramello King Size 2.7oz,380,53,6,18,59
7530,Sheetz,York Peppermint Pattie 1.4oz,150,33,1,3,59
7531,Sheetz,Werther's Chocolate Covered Caramels 1.58oz,210,29,2,10,59
7532,Sheetz,Milky Way Share Size 3.63oz,240,38,2,9,59
7533,Sheetz,Payday King Size 3.4oz,440,66,10,19,59
7534,Sheetz,Boyer Mallo Cups 4pk,220,33,2,9,59
7535,Sheetz,Reese's Crispy Crunchy King Size 3.1oz,470,45,9,30,59
7536,Sheetz,Skor 1.4oz,210,25,1,13,59
7537,Sheetz,Whatchamacallit 1.6oz,230,29,3,12,59
7538,Sheetz,3 Musketeers 1.92oz,240,42,1,7,59
7539,Sheetz,Baby Ruth Share Pack 3.3oz,440,52,8,24,59
7540,Sheetz,Reese's PB Cups Super King Size 4.2oz,580,64,12,32,59
7541,Sheetz,Reese's White PB Cup King Size 2.8oz,380,45,9,20,59
7542,Sheetz,M&M's Peanut 1.74oz,250,30,5,13,59
7543,Sheetz,Hershey's Milk Chocolate 1.55oz,210,26,3,13,59
7544,Sheetz,Heath King Size 2.8oz,380,45,4,22,59
7545,Sheetz,Hershey's Cookies 'n' Creme 1.55oz,220,26,3,12,59
7546,Sheetz,Hershey's King Cookies & Creme 2.6oz,360,50,6,18,59
7547,Sheetz,Hershey's Milk Chocolate with Almonds King 2.6oz,370,37,6,24,59
7548,Sheetz,Kit Kat Bar 1.5oz,210,27,3,11,59
7549,Sheetz,Reese's PB Big Cup King Size 2.8oz,400,45,9,24,59
7550,Sheetz,Reese's PB Cup Reese Pieces King Size 2.8,430,51,10,24,59
7551,Sheetz,Reese's PB Cups 1.5oz,210,24,5,13,59
7552,Sheetz,M&M's Plain 1.69oz,230,31,2,10,59
7553,Sheetz,Snickers Crunchy PB 3.56oz,250,33,4,12,59
7554,Sheetz,Kinder Bueno 1.5oz,220,23,3,13,59
7555,Sheetz,5th Avenue King Size 3.4oz,580,79,8,27,59
7556,Sheetz,M&Ms Caramel Share Size 2.83oz,400,57,4,16,59
7557,Sheetz,Reese's Nutrageous King Size 3.1oz,420,45,9,24,59
7558,Sheetz,Whatchamacallit King Size 2.6oz,370,45,6,19,59
7559,Sheetz,DOVE DARK CHOC BAR,220,24,2,13,59
7560,Sheetz,Reese's Big Cup with Reese's Puffs 2.4oz,360,38,9,22,59
7561,Sheetz,3 Musketeers King 3.28oz,240,42,1,7,59
7562,Sheetz,Andes Snap Bar 1.5oz,210,29,2,10,59
7563,Sheetz,Gardner's PB Meltaway 1.5oz,220,20,3,14,59
7564,Sheetz,M&Ms Almond Share Size 2.83oz,440,52,5,24,59
7565,Sheetz,Boyer Butterscotch Smoothie PB Cups 4pk,210,24,2,13,59
7566,Sheetz,Hershey's Special Dark with Almonds 1.45oz,210,22,3,13,59
7567,Sheetz,Boyer Milk Chocolate PB Cups 4pk,220,28,4,12,59
7568,Sheetz,Zagnut 1.5oz,220,33,3,10,59
7569,Sheetz,Quest Protein Chips Nacho Cheese 1.1oz,140,5,19,6,59
7570,Sheetz,Cheetos Flamin Hot Crunchy 8.5oz,1270,136,18,72,59
7571,Sheetz,Fritos Honey BBQ Twist 9.25oz,1400,168,18,72,59
7572,Sheetz,Doritos Cool Ranch Party Size 14.5oz,2100,252,28,112,59
7573,Sheetz,Quest Protein Chips Chili Lime 1.1oz,140,5,20,6,59
7574,Sheetz,Lay's Salt & Vinegar 2.75oz,420,40,5,28,59
7575,Sheetz,Fritos Honey BBQ Twists 3.5oz,490,66,7,24,59
7576,Sheetz,Doritos Nacho Party Size 14.5oz,2100,252,30,105,59
7577,Sheetz,Doritos Cool Ranch 2.75oz,380,44,5,20,59
7578,Sheetz,Doritos Nacho 2.75oz,380,42,5,20,59
7579,Sheetz,Doritos Spicy Sweet Chili 2.75oz,350,45,5,17,59
7580,Sheetz,Funyuns Regular 2.125oz,280,36,4,14,59
7581,Sheetz,Lay's Classic 2.625oz,380,36,4,24,59
7582,Sheetz,Pringles Sour Cream & Onion 5.5oz,900,85,10,60,59
7583,Sheetz,Ruffles Cheddar & Sour Cream 2.5oz,380,36,4,24,59
7584,Sheetz,Smartfood White Cheddar Popcorn 2oz,310,22,4,23,59
7585,Sheetz,Pringles Sour Cream & Onion 2.5oz,375,38,5,22,59
7586,Sheetz,Andy Capp's Hot Fries 8oz,1210,145,15,63,59
